fault_id,date,model,firmware_version,installer_type,reported_symptom,fault_code,true_category,predicted_category,correct_prediction,false_hardware_fault,fix_or_escalation_action,first_visit_fixed,commissioning_time_minutes
FLT-0109,2025-05-28,AS-16,2.4.2,own_field_installer,"No heat output, outdoor unit fan not spinning",E4,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,153
FLT-0110,2025-05-29,AS-10,2.4.2,own_field_installer,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",false,37
FLT-0111,2025-05-30,TF-12,2.4.2,partner_SHK,"Unit trips on startup, wiring terminal check shows a loose connection",E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,70
FLT-0112,2025-05-30,TF-08,2.3.1,partner_SHK,"Unit trips on startup, wiring terminal check shows a loose connection",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,39
FLT-0113,2025-05-31,TF-08,2.3.1,partner_SHK,"Compressor short-cycling, error code E12 on display",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,136
FLT-0114,2025-06-01,AS-10,2.4.0,own_field_installer,"Low refrigerant pressure alarm, error code E12",E12,hardware_fault,connectivity_issue,false,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,182
FLT-0115,2025-06-02,AS-10,2.4.2,own_field_installer,"No heat output, outdoor unit fan not spinning",E4,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,120
FLT-0116,2025-06-03,TF-08,2.4.0,partner_SHK,"App shows unit offline, unit itself is heating normally",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,31
FLT-0117,2025-06-03,AS-10,2.4.0,partner_SHK,Buffer tank valve left in service position after commissioning,,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,67
FLT-0118,2025-06-04,TF-12,2.4.0,partner_SHK,Wi-Fi pairing fails after firmware update to 2.4.0,,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,31
FLT-0119,2025-06-05,TF-12,2.3.1,own_field_installer,"App shows unit offline, unit itself is heating normally",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,31
FLT-0120,2025-06-06,TF-12,2.3.1,partner_SHK,"App shows unit offline, unit itself is heating normally",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,34
FLT-0121,2025-06-07,AS-10,2.4.0,partner_SHK,"Heating circuit pressure too low after commissioning, E2 on display",E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,72
FLT-0122,2025-06-08,AS-16,2.4.0,own_field_installer,"Unit trips on startup, wiring terminal check shows a loose connection",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,52
FLT-0123,2025-06-08,AS-10,2.4.2,own_field_installer,"Outdoor unit making grinding noise then shutting down, E7 logged",E7,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,91
FLT-0124,2025-06-09,TF-08,2.3.1,own_field_installer,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,57
FLT-0125,2025-06-10,TF-12,2.4.2,own_field_installer,Buffer tank valve left in service position after commissioning,,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,44
FLT-0126,2025-06-11,TF-12,2.3.1,partner_SHK,"Low refrigerant pressure alarm, error code E7",E7,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,157
FLT-0127,2025-06-12,TF-08,2.3.1,partner_SHK,"No heat output, outdoor unit fan not spinning",E4,hardware_fault,connectivity_issue,false,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,172
FLT-0128,2025-06-12,AS-16,2.4.0,own_field_installer,"Unit trips on startup, wiring terminal check shows a loose connection",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,33
FLT-0129,2025-06-13,TF-08,2.3.1,partner_SHK,"Compressor short-cycling, error code E12 on display",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,158
FLT-0130,2025-06-14,TF-12,3.0.0,own_field_installer,"No heat output, outdoor unit fan not spinning",E4,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,180
FLT-0131,2025-06-15,TF-12,3.0.0,own_field_installer,Smart meter gateway will not pair with the control unit,CONN-01,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,88
FLT-0132,2025-06-16,AS-10,2.3.1,own_field_installer,"Outdoor unit making grinding noise then shutting down, E7 logged",E7,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,106
FLT-0133,2025-06-17,TF-12,3.0.0,own_field_installer,Smart meter gateway will not pair with the control unit,,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,31
FLT-0134,2025-06-17,TF-08,3.0.0,partner_SHK,"Outdoor unit making grinding noise then shutting down, E4 logged",E4,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,132
FLT-0135,2025-06-18,AS-16,2.3.1,partner_SHK,Flow/return sensors reversed during install,,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,55
FLT-0136,2025-06-19,TF-12,3.0.0,partner_SHK,Smart meter gateway will not pair with the control unit,CONN-01,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,24
FLT-0137,2025-06-20,TF-12,3.0.0,own_field_installer,"App shows unit offline, unit itself is heating normally",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,33
FLT-0138,2025-06-21,TF-12,3.0.0,own_field_installer,Wi-Fi pairing fails after firmware update to 3.0.0,,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,62
FLT-0139,2025-06-21,AS-16,2.4.0,partner_SHK,"Outdoor unit making grinding noise then shutting down, E7 logged",E7,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,139
FLT-0140,2025-06-22,TF-12,2.3.1,partner_SHK,"Outdoor unit making grinding noise then shutting down, E12 logged",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,117
FLT-0141,2025-06-23,TF-08,3.0.0,partner_SHK,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,40
FLT-0142,2025-06-24,AS-16,3.0.0,own_field_installer,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,75
FLT-0143,2025-06-25,TF-12,3.0.0,own_field_installer,"App shows unit offline, unit itself is heating normally",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,28
FLT-0144,2025-06-26,AS-16,2.4.2,partner_SHK,"Outdoor unit making grinding noise then shutting down, E4 logged",E4,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,162
FLT-0145,2025-06-26,TF-08,2.3.1,partner_SHK,"Compressor short-cycling, error code E12 on display",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,118
FLT-0146,2025-06-27,TF-12,2.4.0,partner_SHK,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,57
FLT-0147,2025-06-28,TF-08,2.4.0,own_field_installer,"Unit trips on startup, wiring terminal check shows a loose connection",E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,65
FLT-0148,2025-06-29,TF-08,2.3.1,partner_SHK,"Intermittent 'lost connection' notifications, no fault at the unit",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,20
FLT-0149,2025-06-30,TF-08,2.3.1,partner_SHK,"Unit trips on startup, wiring terminal check shows a loose connection",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,45
FLT-0150,2025-06-30,AS-16,2.3.1,partner_SHK,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",false,53
FLT-0151,2025-07-01,AS-16,3.0.0,partner_SHK,"Outdoor unit making grinding noise then shutting down, E4 logged",E4,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,140
FLT-0152,2025-07-02,AS-16,3.0.0,own_field_installer,"Low refrigerant pressure alarm, error code E12",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,102
FLT-0153,2025-07-03,TF-12,3.0.0,own_field_installer,"App shows unit offline, unit itself is heating normally",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,29
FLT-0154,2025-07-04,AS-10,2.3.1,own_field_installer,"No heat output, outdoor unit fan not spinning",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,112
FLT-0155,2025-07-04,TF-12,3.0.0,partner_SHK,Smart meter gateway will not pair with the control unit,CONN-01,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,32
FLT-0156,2025-07-05,TF-08,2.3.1,partner_SHK,"App shows unit offline, unit itself is heating normally",CONN-01,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,76
FLT-0157,2025-07-06,AS-16,2.4.0,own_field_installer,"Outdoor unit making grinding noise then shutting down, E12 logged",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,147
FLT-0158,2025-07-07,TF-12,3.0.0,own_field_installer,"Low refrigerant pressure alarm, error code E12",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,171
FLT-0159,2025-07-08,AS-16,2.3.1,partner_SHK,"Unit trips on startup, wiring terminal check shows a loose connection",E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,71
FLT-0160,2025-07-09,TF-12,3.0.0,partner_SHK,Wi-Fi pairing fails after firmware update to 3.0.0,,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,23
FLT-0161,2025-07-09,TF-08,2.3.1,partner_SHK,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,hardware_fault,false,true,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",false,109
FLT-0162,2025-07-10,TF-08,3.0.0,own_field_installer,Wi-Fi pairing fails after firmware update to 3.0.0,,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,21
FLT-0163,2025-07-11,TF-12,3.0.0,partner_SHK,Smart meter gateway will not pair with the control unit,CONN-01,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,23
FLT-0164,2025-07-12,TF-08,2.4.0,partner_SHK,Flow/return sensors reversed during install,,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,53
FLT-0165,2025-07-13,TF-12,2.4.0,partner_SHK,"Unit trips on startup, wiring terminal check shows a loose connection",E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,61
FLT-0166,2025-07-14,TF-12,2.3.1,own_field_installer,Flow/return sensors reversed during install,,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,70
FLT-0167,2025-07-14,AS-10,3.0.0,partner_SHK,"Outdoor unit making grinding noise then shutting down, E7 logged",E7,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,131
FLT-0168,2025-07-15,AS-16,2.3.1,own_field_installer,"No heat output, outdoor unit fan not spinning",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,126
FLT-0169,2025-07-16,TF-12,2.4.0,partner_SHK,"Compressor short-cycling, error code E12 on display",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,171
FLT-0170,2025-07-17,TF-12,3.0.0,partner_SHK,"App shows unit offline, unit itself is heating normally",,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,100
FLT-0171,2025-07-18,TF-08,3.0.0,partner_SHK,"Outdoor unit making grinding noise then shutting down, E12 logged",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,176
FLT-0172,2025-07-18,AS-16,2.3.1,partner_SHK,"Compressor short-cycling, error code E7 on display",E7,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,127
FLT-0173,2025-07-19,AS-16,2.4.2,partner_SHK,Flow/return sensors reversed during install,E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,34
FLT-0174,2025-07-20,TF-12,2.3.1,own_field_installer,"Outdoor unit making grinding noise then shutting down, E4 logged",E4,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,153
FLT-0175,2025-07-21,AS-16,2.3.1,partner_SHK,Buffer tank valve left in service position after commissioning,E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,45
FLT-0176,2025-07-22,AS-10,2.4.0,partner_SHK,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,38
FLT-0177,2025-07-23,AS-16,2.4.0,own_field_installer,"No heat output, outdoor unit fan not spinning",E7,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,101
FLT-0178,2025-07-23,AS-10,3.0.0,own_field_installer,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,40
FLT-0179,2025-07-24,TF-12,2.4.0,partner_SHK,"No heat output, outdoor unit fan not spinning",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,114
FLT-0180,2025-07-25,TF-12,3.0.0,own_field_installer,"Intermittent 'lost connection' notifications, no fault at the unit",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,24
FLT-0181,2025-07-26,AS-10,2.4.2,own_field_installer,"Unit trips on startup, wiring terminal check shows a loose connection",E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,61
FLT-0182,2025-07-27,AS-16,2.3.1,partner_SHK,"Heating circuit pressure too low after commissioning, n/a on display",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,75
FLT-0183,2025-07-27,AS-10,2.4.0,own_field_installer,"Low refrigerant pressure alarm, error code E12",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,169
FLT-0184,2025-07-28,TF-12,3.0.0,own_field_installer,Wi-Fi pairing fails after firmware update to 3.0.0,,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,54
FLT-0185,2025-07-29,TF-08,3.0.0,own_field_installer,"No heat output, outdoor unit fan not spinning",E4,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,92
FLT-0186,2025-07-30,AS-16,2.4.2,own_field_installer,"Unit trips on startup, wiring terminal check shows a loose connection",E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,41
FLT-0187,2025-07-31,AS-16,2.3.1,partner_SHK,"Unit trips on startup, wiring terminal check shows a loose connection",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,55
FLT-0188,2025-08-01,TF-12,2.4.0,partner_SHK,Buffer tank valve left in service position after commissioning,E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,70
FLT-0189,2025-08-01,AS-10,2.4.0,own_field_installer,"Intermittent 'lost connection' notifications, no fault at the unit",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,33
FLT-0190,2025-08-02,TF-08,2.3.1,own_field_installer,"Low refrigerant pressure alarm, error code E12",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,110
FLT-0191,2025-08-03,TF-12,2.4.0,partner_SHK,"No heat output, outdoor unit fan not spinning",E7,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,113
FLT-0192,2025-08-04,AS-10,2.4.2,partner_SHK,Buffer tank valve left in service position after commissioning,,installer_error,hardware_fault,false,true,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",false,90
FLT-0193,2025-08-05,AS-16,2.4.2,own_field_installer,"Outdoor unit making grinding noise then shutting down, E12 logged",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,137
FLT-0194,2025-08-05,TF-12,3.0.0,own_field_installer,"App shows unit offline, unit itself is heating normally",,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,20
FLT-0195,2025-08-06,TF-08,3.0.0,partner_SHK,"Unit trips on startup, wiring terminal check shows a loose connection",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,75
FLT-0196,2025-08-07,TF-08,2.4.2,own_field_installer,"Low refrigerant pressure alarm, error code E12",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,148
FLT-0197,2025-08-08,AS-10,2.4.2,own_field_installer,"Unit trips on startup, wiring terminal check shows a loose connection",,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,55
FLT-0198,2025-08-09,AS-10,3.0.0,partner_SHK,"Unit trips on startup, wiring terminal check shows a loose connection",E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,54
FLT-0199,2025-08-10,TF-12,2.3.1,own_field_installer,"Intermittent 'lost connection' notifications, no fault at the unit",,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,85
FLT-0200,2025-08-10,TF-12,3.0.0,own_field_installer,Smart meter gateway will not pair with the control unit,,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,42
FLT-0201,2025-08-11,TF-12,3.0.0,own_field_installer,Smart meter gateway will not pair with the control unit,,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,44
FLT-0202,2025-08-12,AS-10,2.3.1,partner_SHK,"Outdoor unit making grinding noise then shutting down, E7 logged",E7,hardware_fault,connectivity_issue,false,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,177
FLT-0203,2025-08-13,AS-16,3.0.0,own_field_installer,"Compressor short-cycling, error code E4 on display",E4,hardware_fault,connectivity_issue,false,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,126
FLT-0204,2025-08-14,AS-16,2.4.0,partner_SHK,"Intermittent 'lost connection' notifications, no fault at the unit",,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,84
FLT-0205,2025-08-14,TF-12,3.0.0,partner_SHK,"App shows unit offline, unit itself is heating normally",,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,60
FLT-0206,2025-08-15,TF-12,3.0.0,own_field_installer,Wi-Fi pairing fails after firmware update to 3.0.0,,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,39
FLT-0207,2025-08-16,TF-12,2.4.2,own_field_installer,"Unit trips on startup, wiring terminal check shows a loose connection",E2,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,46
FLT-0208,2025-08-17,AS-10,2.3.1,partner_SHK,Smart meter gateway will not pair with the control unit,CONN-01,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,34
FLT-0209,2025-08-18,AS-16,2.4.0,partner_SHK,"Outdoor unit making grinding noise then shutting down, E12 logged",E12,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,134
FLT-0210,2025-08-19,AS-16,2.4.0,partner_SHK,Flow/return sensors reversed during install,,installer_error,installer_error,true,false,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,72
FLT-0211,2025-08-19,AS-10,2.3.1,partner_SHK,"Intermittent 'lost connection' notifications, no fault at the unit",CONN-01,connectivity_issue,hardware_fault,false,true,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",true,84
FLT-0212,2025-08-20,AS-16,2.3.1,own_field_installer,"Heating circuit pressure too low after commissioning, E2 on display",E2,installer_error,hardware_fault,false,true,"Correct commissioning step per install checklist (wiring, pressure fill, sensor orientation, or valve position); no manufacturer escalation needed.",true,119
FLT-0213,2025-08-21,TF-12,3.0.0,own_field_installer,Smart meter gateway will not pair with the control unit,CONN-01,connectivity_issue,connectivity_issue,true,false,"Re-pair the control unit via the installer app, confirm router 2.4GHz band is enabled, and check smart-meter-gateway certificate status. No hardware visit required.",false,43
FLT-0214,2025-08-22,AS-10,3.0.0,own_field_installer,"Outdoor unit making grinding noise then shutting down, E4 logged",E4,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,true,113
FLT-0215,2025-08-23,TF-08,2.4.2,partner_SHK,"No heat output, outdoor unit fan not spinning",E7,hardware_fault,hardware_fault,true,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,149
FLT-0216,2025-08-23,TF-12,2.4.0,own_field_installer,"Low refrigerant pressure alarm, error code E12",E12,hardware_fault,connectivity_issue,false,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,149
FLT-0217,2025-08-24,TF-12,2.3.1,own_field_installer,"Outdoor unit making grinding noise then shutting down, E7 logged",E7,hardware_fault,connectivity_issue,false,false,Escalate to hardware service technician (compressor/refrigerant circuit inspection). Not resolvable by app/firmware update.,false,213
